"lng","lat","popups"
121.542313385788,25.0332808879243,"<p>鑫復</p><p>(02)27085803        </p><p>台北市大安區信義路三段178號1樓</p>"
121.550930393617,25.0802210517084,"<p>大永</p><p>(02)85098737        </p><p>台北市中山區明水路581巷15號1樓</p>"
121.530288,25.05611,"<p>大吉</p><p>(02)25114007        </p><p>台北市中山區吉林路101號</p>"
121.531669,25.058067,"<p>中福</p><p>(02)25434337        </p><p>台北市中山區民生東路2段113號</p>"
121.522757,25.059861,"<p>中錦</p><p>(02)25616582        </p><p>台北市中山區中山北路二段98號</p>"
121.541925386145,25.0526379555284,"<p>元大</p><p>(02)25148676        </p><p>台北市中山區遼寧街110號1樓</p>"
121.525672374274,25.0503729478745,"<p>六條通</p><p>(02)25239327        </p><p>台北市中山區林森北路107巷15號1樓</p>"
121.523591,25.051786,"<p>天津</p><p>(02)25434306        </p><p>台北市中山區天津街65號</p>"
121.523081,25.068315,"<p>民美</p><p>(02)25957805        </p><p>台北市中山區圓山里中山北路3段57號</p>"
121.548833392023,25.0782550448769,"<p>永明</p><p>(02)25329027        </p><p>台北市中山區明水路397巷7弄25號1樓</p>"
121.534660380814,25.050953949763,"<p>伊東</p><p>(02)25092665        </p><p>台北市中山區伊通街30號1樓</p>"
121.530479,25.064896,"<p>吉安</p><p>(02)25943806        </p><p>台北市中山區吉林路365號367號</p>"
121.530377,25.06028,"<p>吉林</p><p>(02)25312934        </p><p>台北市中山區吉林路209號1樓2樓</p>"
121.539056,25.055827,"<p>合江</p><p>(02)25054339        </p><p>台北市中山區合江街60號</p>"
121.543505,25.04981,"<p>朱崙</p><p>(02)27788824        </p><p>台北市中山區朱崙街60號1樓</p>"
121.53175237863,25.0486939419164,"<p>江東</p><p>(02)25223791        </p><p>台北市中山區長安東路2段43號45-1號1樓</p>"
121.53159537866,25.0531269573998,"<p>江陵</p><p>(02)25815356        </p><p>台北市中山區一江街23號1樓</p>"
121.534839,25.064642,"<p>行天</p><p>(02)25050197        </p><p>台北市中山區農安街178號</p>"
121.525701,25.059767,"<p>京都</p><p>(02)25636575        </p><p>台北市中山區林森北路411號</p>"
121.535927,25.058118,"<p>佳佳</p><p>(02)25164363        </p><p>台北市中山區民生東路二段157號</p>"
121.551324,25.082822,"<p>明水</p><p>(02)85027760        </p><p>台北市中山區明水路636號樂群三路1號</p>"
121.541676,25.046915,"<p>東崙</p><p>(02)27754769        </p><p>台北市中山區八德路二段282號</p>"
121.524673,25.057908,"<p>林北</p><p>(02)25216905        </p><p>台北市中山區民生東路1段46號46-1號1樓</p>"
121.525596,25.065,"<p>林安</p><p>(02)25931799        </p><p>台北市中山區林森北路572號</p>"
121.525518,25.061745,"<p>林森</p><p>(02)25111563        </p><p>台北市中山區林森北路500號</p>"
121.525399374338,25.0585859765602,"<p>林森北</p><p>(02)25362285        </p><p>台北市中山區林森北路380之1號1樓</p>"
121.53364,25.052614,"<p>松盛</p><p>(02)25022910        </p><p>台北市中山區南京東路二段115巷1號</p>"
121.533228379783,25.0512359507704,"<p>松運</p><p>(02)25179248        </p><p>台北市中山區松江路101號</p>"
121.533375,25.061017,"<p>松錦</p><p>(02)25170793        </p><p>台北市中山區松江路295號295-1號1樓</p>"
121.532967,25.057829,"<p>松鑫</p><p>(02)25412232        </p><p>台北市中山區松江路208號</p>"
121.548997,25.081951,"<p>欣旺</p><p>(02)25321290        </p><p>台北市中山區北安路604號606號</p>"
121.54919,25.084047,"<p>直安</p><p>(02)25330894        </p><p>台北市中山區北安路649號</p>"
121.53809038366,25.0618109876236,"<p>金宴</p><p>(02)25168142        </p><p>台北市中山區建國北路二段151巷8號1樓</p>"
